R46511,R36928
R88975,R80689
R84498,R93256
R51300,R15812
R55600,R99496
R54432,R55006
R33310,R57369
R90581,R37401
R59711,R69578
R37032,R17312
R96937,R68247
R64839,R48334
R93810,R83801
R92299,R67152
R53616,R23085
R34418,R86919
R94083,R91092
R46652,R91309
R55776,R80835
R82464,R97691
R14616,R57044
R36249,R41535
R44329,R25026
R82723,R74138
R38762,R26778
R38271,R56563
R89953,R45157
R95743,R83858
R98243,R88767
R97177,R62604
R51722,R56105
R79172,R39929
R25224,R95361
R42942,R23111
R86676,R47870
R69911,R98428
R71463,R88656
R62569,R28516
R69264,R61709
R97496,R28730
R80258,R59331
R88180,R54921
R31994,R83573
R18641,R94784
R96385,R87080
R25455,R83286
R12398,R99788
R84164,R45718
R88080,R82443
R95123,R75683
R75908,R67135
R70876,R46084
R54889,R13358
R92795,R28469
R38031,R58430
R67150,R60748
R44678,R98734
R16925,R66247
R79215,R42782
R72052,R42746
R87543,R60196
R86107,R62530
R94938,R14451
R87274,R88437
R94243,R75017
R13896,R34368
R90345,R84585
R12557,R57541
R18914,R16796
R94469,R87955
R29814,R92763
R98869,R48250
R38021,R74843
R18355,R52969
R65914,R95824
R42803,R94008
R85109,R62684
R74692,R69821
R42872,R39525
R92817,R80168
R65203,R36069
R54751,R59818
R42818,R81140
R35629,R72293
R15258,R66527
R73797,R71804
R15026,R62091
R69555,R28723
R20172,R49833
R43589,R13252
R68016,R12826
R61307,R93554
R36731,R87079
R88982,R63535
R82143,R51691
R39604,R72638
R43143,R67229
R52242,R64489
R88841,R69034
R61602,R56903
R37788,R21426
R68568,R15855
R41921,R46820
R59406,R35460
R88366,R34388
R43997,R86546
R86709,R89667
R22437,R80648
R47856,R22275
R27084,R14056
R97943,R92469
R94772,R70550
R31872,R39498
R59330,R13192
R77496,R57107
R69896,R30240
R99453,R62372
R24228,R93915
R59721,R13293
R91123,R74290
R35649,R22748
R76409,R24744
R79278,R87124
R32045,R28417
R63763,R74293
R20223,R17432
R81899,R51271
R29925,R42700
R47941,R90910
R40367,R86946
R53401,R89766
R74312,R76649
R33136,R54565
R36640,R19872
R77320,R40430
R40313,R96330
R76576,R22643
R51963,R77243
R28487,R36913
R98788,R43506
R90484,R97323
R95464,R64211
R13902,R37640
R83270,R13686
R96908,R76845
R14851,R25887
R92083,R11923
R22048,R85890
R68102,R49361
R78995,R11005
R37410,R44714
R40886,R96771
R52187,R94457
R93254,R91264
R74554,R51627
R61064,R46700
R54577,R23392
R20896,R42057
R18501,R73476
R65056,R88251
R14722,R68890
R76242,R52406
R28300,R79694
R97288,R26537
R13883,R33773
R40846,R84685
R80994,R94547
R21223,R59948
R83757,R66361
R67547,R84630
R57631,R78613
R42740,R46741
R45142,R46539
R37152,R64038
R49357,R34989
R47250,R42687
R48506,R80619
R40790,R35364
R33693,R98003
R41708,R79567
R95858,R85694
R14426,R17298
R74747,R50181
R89911,R17966
R29192,R86634
R74505,R29199
R55108,R24150
R17562,R92957
R38044,R98636
R92073,R30590
R77257,R38844
R58387,R19680
R54535,R46982
R95570,R97866
R28032,R58168
R80557,R23939
R86146,R74765
R38689,R80242
R99610,R16956
R87878,R49888
R37566,R21531
R18728,R11075
R16192,R83759
R28148,R21235
R28981,R92944
R52027,R16619
R79515,R42097
R54180,R38151
R68215,R12827
R86072,R31650
R68595,R81070
R81256,R94484
R27358,R39150
R65152,R29693
R24416,R96749
R11857,R27007
R24583,R71411
R22284,R83941
R44933,R67252
R53770,R83199
R42655,R51474
R37895,R64199
R26856,R75134
R66220,R69619
R55286,R91874
R14180,R31097
R16122,R51648
R73775,R51448
R64016,R74625
R37862,R23818
R81866,R29606
R43270,R23535
R31264,R62972
R44168,R50952
R25555,R39847
R31008,R94650
R48690,R95167
R17957,R90373
R69266,R47576
R29146,R65110
R84116,R20260
R90705,R66631
R83842,R30686
R55178,R49161
R41744,R33216
R70498,R64741
R98791,R99701
R19608,R14782
R60431,R25534
R89913,R41750
R81384,R99681
R76174,R98836
R28867,R37045
R63748,R70627
R77180,R56420
R32691,R26861
R70029,R10750
R97652,R34812
R22831,R78467
R53524,R53920
R22255,R38363
R34508,R93170
R44764,R66691
R15063,R47757
R58668,R24716
R59640,R68127
R48265,R54375
R96815,R58837
R27194,R56897
R83350,R80037
R77281,R12838
R47928,R24755
R45991,R56943
R89150,R47290
R81519,R42483
R31162,R24521
R98224,R88450
R46374,R37855
R61026,R36445
R74827,R76731
R56600,R36682
R22063,R25791
R71595,R40327
R12945,R47059
R82674,R20786
R61557,R90088
R59731,R51376
R32788,R87963
R30061,R78721
R20999,R24057
R22293,R78732
R15443,R70264
R18679,R80674
R62030,R84986
R10577,R21464
R92359,R94047
R56380,R83741
R40257,R81620
R90673,R18056
R46068,R81472
R59124,R67147
R36875,R13638
R79872,R54377
R95094,R76306
R32350,R83355
R82026,R37291
R84733,R82144
R95655,R56917
R91882,R35195
R73386,R38344
R50764,R67509
R78247,R47255
R48059,R86779
R81848,R32079
R36426,R69082
R28149,R71399
R91493,R30919
R30657,R84400
R84231,R57112
R37750,R72744
R67481,R23457
R28659,R81187
R48567,R65199
R65708,R33156
R58366,R53117
R53737,R86204
R32028,R67499
R69229,R79181
R92275,R93497
R99825,R15787
R21657,R15867
R61832,R35866
R56232,R44111
R22050,R63141
R50525,R40281
R66897,R95948
R70907,R86245
R98556,R39317
R62996,R56068
R55210,R25290
R17923,R14861
R25138,R65197
R97351,R75917
R97087,R17723
R48847,R76232
R41120,R87078
R36646,R60568
R70782,R56911
R49872,R71436
R53684,R20950
R66089,R20923
R95386,R52665
R24758,R44817
R16252,R72925
R75758,R79730
R64728,R57243
R60592,R60094
R43427,R23229
R72486,R74300
R24111,R49472
R27204,R34349
R55167,R79308
R27685,R96010
R98434,R80882
R46151,R37933
R16273,R20791
R89559,R58959
R78831,R29795
R42073,R93165
R75918,R51153
R74969,R86216
R16902,R11688
R84029,R81021
R97097,R25165
R96665,R81764
R58823,R59059
R72646,R67537
R89094,R28219
R57412,R97871
R58493,R10885
R98422,R50505
R32400,R34953
R37929,R14141
R72007,R53778
R45994,R43540
R79675,R28939
R76772,R14184
R28007,R60024
R61728,R18663
R77277,R32277
R61139,R63860
R25500,R36112
R14230,R99877
R39588,R41680
R55680,R67069
R47577,R54952
R39400,R85474
R45324,R36748
R38030,R99686
R35061,R86158
R79251,R23623
R27540,R38520
R70038,R56444
R65420,R27522
R35924,R36997
R61274,R98160
R52238,R10095
R13175,R49642
R17168,R54452
R66727,R17476
R67696,R63648
R36222,R15122
R14155,R70026
R74382,R86719
R48021,R30603
R38684,R99041
R52555,R74967
R83812,R91724
R85281,R41594
R44653,R20556
R57895,R13885
R18613,R52854
R62606,R37590
R34951,R35564
R18308,R76790
R82903,R58850
R91182,R42565
R31244,R61080
R89878,R73001
R74089,R60294
R32310,R52565
R20597,R10361
R22742,R54753
R11805,R44525
R85772,R44665
R55209,R69288
R91692,R17621
R59218,R29585
R31010,R79301
R36418,R55363
R29058,R23487
R15591,R97140
R49140,R73513
R11342,R25009
R88845,R11496
R37286,R47714
R34097,R16935
R18459,R27148
R35455,R48132
R13177,R46939
R73313,R44773
R32536,R65519
R66645,R75517
R84893,R87802
R21253,R71312
R72039,R11829
R37132,R91884
R32333,R37268
R51377,R93982
R88124,R79368
R91196,R52708
R88631,R67938
R12763,R62811
R69179,R92343
R10063,R95960
R63425,R38256
R19123,R25019
R13496,R32459
R92351,R97258
R46768,R40592
R46227,R94798
R35187,R18696
R65535,R77542
R42126,R54689
R40236,R85221
R42467,R10463
R21201,R51309
R16939,R89376
R18120,R62170
R61131,R32257
R26208,R65231
R20705,R63160
R73697,R78720
R77226,R14859
R29148,R93219
R95047,R15030
R52392,R40650
R72403,R96865
R77112,R26083
R52170,R88667
R16432,R78331
R75448,R17521
R36189,R36296
R76090,R31057
R52986,R98403
R45299,R70384
R46669,R10570
R23112,R69952
R82226,R99258
R77849,R27899
R47589,R24742
R45133,R54984
R95195,R42479
R52892,R80790
R31187,R27626
R53851,R83667
R30745,R44745
R15433,R69998
R99493,R20825
R44342,R31649
R40897,R70214
R11195,R97736
R14766,R94009
R68573,R61258
R19984,R27375
R32334,R42102
R23848,R55750
R66064,R66068
R30242,R65863
R34445,R97784
R39730,R68530
R59839,R48925
R59157,R21180
R31026,R33802
R79997,R29796
R54259,R15690
R50135,R20937
R61691,R67349
R18532,R41423
R38367,R88288
R80053,R28899
R36241,R90046
R48316,R77465
R53160,R22732
R44869,R46711
R50268,R56443
R41824,R32458
R13502,R94290
R85798,R54483
R38404,R74824
R59196,R70545
R28757,R26029
R33862,R12356
R21935,R71041
R56320,R92544
R71808,R34956
R23909,R88814
R65590,R48928
R27973,R39490
R35283,R12085
R43526,R39216
R15802,R38806
R60006,R79913
R76397,R33308
R32033,R24436
R48556,R52630
R74377,R20507
R66765,R29440
R54516,R20174
R64395,R74463
R21583,R65227
R85841,R53517
R68042,R13861
R94248,R87016
R72700,R47667
R41830,R14002
R66813,R26152
R45426,R95329
R42513,R36813
R36746,R15161
R66013,R39674
R39282,R47267
R74169,R88937
R18252,R17450
R78808,R33275
R60238,R45288
R98720,R85704
R11938,R72747
R99654,R19822
R28585,R15170
R28015,R32399
R82507,R70740
R67397,R58806
R83189,R13940
R87542,R79756
R97026,R19460
R95807,R30138
R27487,R28478
R40517,R62802
R15324,R57844
R85174,R11891
R15792,R20469
R36826,R93533
R68078,R81429
R20664,R73052
R40581,R86856
R47073,R42906
R44220,R12990
R34383,R90964
R58685,R49656
R26797,R88315
R12251,R48466
R70899,R49546
R87712,R59842
R57734,R58575
R50069,R32655
R21381,R63673
R81840,R69561
R94124,R36430
R19068,R77481
R31175,R44604
R13782,R29945
R55124,R39678
R41414,R72019
R72292,R79770
R92379,R76519
R76497,R72310
R49957,R95972
R46214,R42210
R44383,R39927
R49747,R27042
R36223,R93037
R50161,R62059
R96077,R40589
R28581,R70930
R17942,R84070
R78828,R88889
R20151,R94611
R45208,R76433
R21108,R67195
R66514,R28112
R34952,R29594
R15645,R66009
R42218,R58315
R38737,R14691
R51507,R21904
R13719,R46805
R67519,R25908
R45728,R85577
R21310,R33346
R94021,R39605
R97239,R79737
R24050,R85847
R78409,R18797
R58941,R36110
R76431,R42801
R71931,R28596
R42820,R40697
R41869,R37284
R34606,R77914
R82012,R57704
R41181,R80724
R26336,R38022
R61902,R23573
R92898,R51737
R38407,R66928
R47919,R71145
R21469,R30008
R23975,R83532
R46414,R47242
R96921,R63147
R84487,R81307
R84218,R83345
R13838,R78639
R37962,R77175
R76413,R85144
R74295,R80155
R47376,R72436
R37079,R65560
R42487,R23486
R85248,R31412
R70682,R92613
R46792,R76839
R75997,R37078
R52579,R89358
R74511,R84301
R23017,R66440
R34725,R47863
R63945,R60099
R81700,R86874
R64132,R32672
R85119,R29959
R75869,R27243
R41888,R84048
R91163,R96634
R43297,R84834
R61453,R67089
R99479,R16614
R34787,R19752
R11921,R38854
R84718,R34495
R32228,R96761
R16010,R10305
R79592,R62386
R75651,R94854
R59220,R58064
R29531,R97302
R74959,R68519
R23985,R48031
R63454,R94467
R33903,R97364
R24622,R68991
R19631,R36096
R31380,R29370
R29046,R82853
R97055,R37721
R44820,R64789
R67233,R46432
R40265,R79217
R64457,R52804
R80998,R17497
R72856,R96738
R63746,R59971
R36090,R46630
R58051,R87444
R49305,R50706
R25015,R35929
R77773,R44425
R38430,R75455
R12745,R72519
R57026,R89925
R62082,R41198
R74937,R13364
R43797,R50144
R87910,R42200
R44258,R84761
R62637,R70033
R85372,R66948
R14071,R59627
R71180,R11380
R51710,R25067
R23482,R11686
R91597,R34712
R60904,R47440
R17573,R46076
R12874,R54572
R55234,R10784
R30798,R50333
R54739,R98149
R21775,R55499
R11926,R46662
R44539,R50963
R42843,R11291
R82564,R70604
R95415,R53157
R28753,R81682
R24647,R65426
R43680,R80694
R65328,R32301
R26955,R14412
R26960,R52282
R80738,R74252
R12832,R73327
R99744,R54854
R66685,R58012
R14485,R60112
R98053,R81338
R73437,R86348
R81297,R12607
R62300,R92180
R30390,R48969
R24320,R54966
R42266,R57771
R72523,R46095
R50982,R32307
R30644,R69823
R76669,R54859
R40229,R78848
R75043,R37565
R44935,R45422
R14343,R12394
R57475,R22042
R62960,R88181
R44627,R66902
R56473,R30212
R68040,R21191
R25717,R44134
R16867,R61984
R22427,R21947
R37072,R39127
R70226,R33439
R11485,R70594
R15730,R25457
R37030,R39009
R77584,R11290
R22615,R70399
R79182,R41596
R54551,R47309
R92395,R98708
R54493,R36438
R64822,R17977
R88036,R22434
R88885,R78315
R62267,R52571
R51859,R24412
R94916,R24466
R30783,R98188
R27786,R40535
R92173,R69437
R29675,R35410
R17935,R31844
R20802,R54950
R42527,R61576
R13546,R13213
R82129,R22878
R34694,R77833
R47646,R63159
R57513,R54091
R54185,R42041
R88057,R13768
R10516,R49440
R72588,R70440
R22585,R34237
R34909,R24414
R83357,R32828
R55040,R83025
R53681,R87977
R75619,R37376
R41111,R48915
R56593,R57715
R28237,R52378
R32959,R35759
R52765,R98324
R42978,R70704
R21726,R22005
R67758,R90827
R71483,R40951
R55623,R60612
R26113,R26853
R67920,R89561
R66590,R45171
R91472,R65616
R48480,R47043
R95222,R84765
R82106,R42075
R50408,R16518
R79846,R81924
R38845,R43394
R38833,R97829
R54347,R58919
R30825,R16095
R40912,R83798
R12194,R58817
R15797,R50351
R82673,R30424
R61316,R27842
R41166,R66571
R95936,R47388
R62806,R41926
R44963,R87751
R18637,R34514
R98661,R63819
R65825,R60042
R16451,R88621
R29219,R11252
R99083,R65757
R83517,R89311
R64062,R18970
R54477,R94414
R65615,R73786
R29212,R26899
R82224,R77076
R71080,R28160
R18377,R62664
R49469,R76714
R26119,R99466
R57918,R13079
R66660,R16191
R73831,R72552
R80206,R27808
R20632,R95934
R47033,R49159
R15357,R29947
R59005,R82279
R69275,R44302
R12765,R96575
R45491,R58328
R52992,R73248
R50404,R41290
R20349,R54944
R65768,R62134
R29013,R88559
R36493,R17056
R87349,R23644
R79131,R15540
R51303,R53181
R46247,R25722
R91765,R34256
R27203,R37537
R29112,R33767
R66711,R29558
R71514,R11494
R61076,R96543
R62493,R25227
R66549,R25698
R83195,R24105
R48051,R87091
R45255,R90644
R39607,R41823
R12269,R36515
R10663,R53493
R78569,R83222
R78612,R76115
R98165,R27720
R85188,R50244
R81116,R93257
R78030,R15665
R25139,R15135
R85857,R26288
R39665,R10768
R22539,R74305
R19265,R67876
R60977,R42444
R96737,R83091
R36178,R50719
R57265,R30942
R94122,R52373
R16456,R68705
R44365,R85679
R44844,R47316
R80454,R87073
R23342,R59575
R81721,R39831
R11008,R48761
R97548,R95870
R49927,R76705
R75341,R55103
R23728,R85937
R57125,R35484
R16255,R12417
R65865,R51132
R56217,R12233
R86311,R53260
R57108,R23299
R88148,R61456
R43977,R92253
R38597,R17305
R26237,R70091
R57360,R93599
R27669,R91148
R55115,R36576
R36284,R99739
R99122,R93565
R33503,R63668
R66592,R21443
R99426,R53723
R44084,R47574
R27806,R59446
R94956,R94202
R86489,R86566
R76034,R82866
R45411,R42562
R17192,R64844
R53398,R10269
R52528,R90242
R85162,R75197
R86310,R46431
R14586,R79490
R33239,R13414
R28803,R95968
R50290,R20437
R36136,R28012
R11974,R21475
R85819,R32586
R49881,R28528
R22027,R77978
R13278,R80598
R77757,R34658
R32427,R38810
R48583,R96369
R91699,R48340
R23146,R93962
R51663,R70106
R42342,R94594
R14491,R75569
R86088,R53727
R75755,R22155
R32423,R99594
R69190,R67656
R27477,R40374
R84358,R10246
R18600,R79146
R16686,R79197
R13145,R81376
R15199,R90696
R11334,R33727
R11552,R72483
R88796,R32754
R68312,R76894
R25523,R19699
R54346,R83937
R68048,R37768
R99906,R70580
R69385,R14131
R78659,R65298
R90091,R26792
R55166,R91438
R89193,R10937
R54550,R27497
R54562,R61957
R60381,R91796
R94040,R98916
R85901,R77141
R49795,R97892
R42876,R86109
R19958,R62746
R34856,R89432
R69649,R92248
R60521,R97503
R63684,R70500
R32303,R95321
R96170,R73142
R84785,R71936
R44346,R47766
R93661,R10652
R64519,R31104
R65240,R70186
R84795,R48048
R23079,R91282
R11055,R24094
R62485,R91746
R42206,R88910
R94770,R31855
R88310,R16839
R51683,R28541
R76385,R22126
R52457,R57712
R61966,R60836
R36369,R97884
R61513,R65990
R17949,R93086
R14979,R57728
R59895,R60424
R45896,R65356
R65868,R10607
R77704,R22987
R42964,R62482
R18135,R19610
R12808,R63551
R60758,R62142
R37761,R43314
R69235,R26127
R71795,R81001
R35966,R17898
R30277,R41619
R60452,R31335
R51526,R83749
R34493,R36076
R13738,R54757
R47438,R17467
R66599,R43826
R24575,R70392
R38867,R61826
R24390,R30632
R68617,R36488
R92935,R87085
R44306,R49270
R31229,R44805
R32236,R14392
R41324,R56369
R61777,R40315
R55402,R68648
R39608,R78650
R63546,R56520
R85818,R69412
R74481,R16812
R44519,R63054
R14955,R38514
R42088,R54816
R25279,R91370
R68094,R83311
R64515,R24706
R29666,R88596
R74960,R19232
R76667,R25944
R97094,R50169
R35910,R11414
R65873,R92397
R75083,R18458
R68967,R32471
R14919,R50273
R58896,R62121
R39834,R30285
R16555,R40231
R54327,R33581
R50987,R97977
R33650,R37396
R44690,R82648
R51926,R20481
R77036,R12833
R25177,R23713
R40253,R70649
R82571,R10542
R87115,R53668
R36975,R20312
R15292,R25065
R68616,R81597
R43457,R16039
R45452,R29861
R94811,R91209
R23555,R25594
R53512,R12820
R10435,R55221
R96158,R69970
R26036,R41035
R30200,R55963
R20279,R31837
R85628,R34560
R77138,R28933
R75395,R59500
R72680,R14503
R81362,R41968
R40955,R66080
R66931,R97668
R11142,R37610
R18554,R66396
R67927,R72188
R37097,R94088
R49085,R35882
R47403,R85999
R11920,R55319
R53110,R61920
R37600,R87347
R29600,R13154
R19906,R27070
R13810,R97996
R93575,R41090
R51872,R38988
R50434,R83892
R65747,R15830
R71183,R13821
R32420,R60643
R45748,R84477
R85010,R64366
R73652,R38062
R86124,R49019
R47172,R49750
R99233,R43909
R83644,R86897
R60553,R86162
R73375,R57703
R56533,R16216
R59094,R23537
R51878,R69811
R42979,R61198
R79691,R88481
R70253,R81994
R89641,R61913
R89116,R11706
R30482,R32125
R58350,R36861
R57623,R35231
R78697,R23730
R58220,R86737
R83474,R11563
R25202,R90657
R61374,R75554
R38761,R27534
R76677,R56425
R83276,R23569
R56742,R23200
R73981,R86121
R89782,R30202
R28781,R58424
R56816,R97682
R32544,R76417
R51746,R10121
R98228,R97674
R40030,R64386
R38115,R89130
R88752,R95316
R76444,R74320
R36822,R22508
R47287,R98688
R91516,R87202
R81917,R34780
R22237,R63597
R89542,R69137
R67929,R53745
R38302,R79236
R71159,R35048
R99368,R44783
R10373,R20966
R19994,R94796
R41081,R85482
R48043,R92447
R29352,R10858
R58922,R73289
R68371,R30746
R90211,R96376
R48581,R67276
R81642,R78327
R23125,R22355
R87844,R88052
R45074,R30771
R39771,R82559
R62837,R96673
R69340,R53299
R61844,R26943
R69486,R61644
R58956,R29715
R94392,R78703
R69568,R33326
R80171,R20640
R80946,R59041
R98641,R69613
R91821,R28370
R94510,R85750
R55571,R73353
R68346,R33264
R57770,R19255
R22624,R61431
R56968,R90550
R93637,R16819
R33375,R80717
R96822,R33743
R63560,R76887
R42187,R46686
R44026,R16774
R87164,R46728
R95489,R32287
R80309,R18392
R53637,R53572
R58386,R82986
R41990,R73378
R58101,R72910
R53302,R82245
R95395,R39557
R51347,R57738
R13672,R86175
R69452,R80808
R88731,R65698
R52166,R91450
R37445,R40871
R79840,R28786
R61666,R48330
R51857,R34675
R93340,R93870
R90218,R93494
R57454,R88593
R72542,R88327
R81421,R31623
R20314,R94151
R52113,R92039
R52497,R83413
R56699,R73848
R78104,R36078
R51493,R40603
R33456,R85753
R73670,R84184
R46332,R59930
R40002,R12553
R81008,R36137
R39177,R59992
R94718,R62753
R28362,R82969
R13262,R10468
R11497,R53523
R15159,R67813
R93573,R50864
R38534,R97028
R60890,R62590
R41834,R22839
R30568,R66347
R50145,R54386
R62490,R99619
R49371,R35418
R25403,R78342
R87653,R50464
R90347,R41789
R44729,R77603
R88634,R45917
R91828,R31747
R12726,R91451
R98631,R62341
R38317,R32105
R68483,R49112
R23038,R47614
R52322,R90743
R71037,R81465
R86822,R54172
R67538,R55858
R63249,R93232
R79263,R96318
R30078,R39866
R99185,R81226
R94668,R86515
R88014,R92212
R62942,R59904
R97338,R82745
R90987,R37975
R36297,R65306
R36062,R99539
R52767,R56872
R57868,R88006
R18221,R81034
R72998,R20818
R46231,R36265
R21763,R49942
R60056,R34107
R86196,R81253
R29244,R21239
R70643,R22332
R10272,R28286
R90427,R56284
R44000,R27145
R91100,R30291
R24960,R21766
R54890,R92014
R31540,R83586
R84740,R51069
R34105,R60650
R41777,R76771
R91329,R45637
R13797,R38594
R28190,R58214
R84018,R16522
R10619,R20503
R56226,R49608
R62235,R75279
R19915,R42048
R10636,R19038
R99973,R23389
R78753,R88909
R69569,R90312
R13873,R13515
R73590,R73078
R54014,R65904
R50787,R57560
R22146,R59765
R16655,R20550
R40797,R85006
R46814,R63197
R71857,R34480
R94181,R57694
R62479,R45881
R67744,R83976
R71527,R42310
R70611,R14900
R50443,R13397
R89363,R90115
R94795,R50192
R28449,R75710
R31324,R40744
R77916,R63762
R78276,R33991
R61767,R16242
R77501,R81885
R94425,R52118
R14149,R49729
R68835,R31209
R44583,R30803
R56170,R46335
R14990,R30616
R26635,R80331
R27599,R35917
R57018,R97817
R85096,R75053
R10561,R33371
R33705,R39614
R90223,R11263
R60485,R71562
R50153,R99184
R93245,R83096
R77530,R38760
R83089,R80941
R64927,R84102
R18719,R27888
R90540,R85684
R83299,R89333
R35036,R84159
R28131,R45313
R43513,R57813
R69595,R26375
R42914,R51343
R15713,R83670
R68444,R15205
R86972,R98197
R99997,R98784
R35857,R50107
R99150,R97202
R92628,R85280
R70877,R54902
R32999,R50605
R91467,R20514
R98664,R69636
R67597,R34118
R83258,R63874
R64139,R50715
R51723,R15137
R59981,R37674
R26625,R46510
R62103,R34416
R68145,R69491
R83661,R90354
R44465,R49708
R20804,R33271
R50441,R50451
R39633,R66717
R33173,R21418
R71449,R73690
R20704,R28297
R17190,R19211
R74468,R34671
R75401,R84933
R40363,R79762
R12049,R78359
R37317,R35211
R58503,R56050
R98078,R32936
R29267,R36398
R81805,R23163
R52015,R74236
R66001,R42924
R55556,R80224
R93558,R88466
R23366,R61178
R37000,R21586
R83465,R56392
R73702,R58718
R38657,R64462
R69120,R96131
R93069,R31907
R43039,R98905
R33478,R56169
R29655,R60202
R70925,R59587
R16331,R62253
R86937,R53817
R76251,R24019
R34235,R77669
R43209,R80511
R38823,R44512
R29050,R13867
R37871,R61052
R57724,R15396
R65172,R13732
R57589,R95816
R78887,R25618
R28323,R21633
R86231,R26141
R13547,R88534
R73805,R41388
R20010,R88926
R63807,R94619
R45410,R41276
R38610,R68926
R67227,R90405
R74405,R62840
R58314,R49384
R11484,R76602
R96520,R27677
R26233,R29115
R24833,R35601
R77785,R14621
R67860,R99315
R44307,R29590
R45922,R16394
R54712,R11471
R96687,R24903
R23699,R10947
R26912,R25557
R95283,R14513
R28134,R96541
R97053,R35709
R73946,R97294
R44076,R37147
R53791,R22770
R20488,R53006
R91405,R76546
R44428,R16660
R29178,R48066
R66173,R45545
R45423,R85640
R92655,R29107
R29169,R96511
R64676,R43424
R88330,R45155
R58444,R92873
R96540,R97975
R51895,R74412
R97549,R52513
R71691,R39519
R79224,R43177
R34075,R24933
R72468,R72074
R50745,R84063
R24951,R26279
R27674,R48438
R63440,R45933
R46262,R54638
R98687,R13892
R49576,R40204
R21735,R37229
R42034,R87461
R88137,R22064
R56697,R80590
R33177,R56166
R93769,R39829
R38420,R31839
R71913,R70491
R60558,R26896
R25501,R61827
R75087,R57441
R88304,R54182
R94780,R14894
R73095,R70468
R11937,R28956
R46426,R14494
R82291,R12332
R51794,R14429
R13906,R23876
R87627,R80397
R57864,R84609
R52590,R12219
R42741,R70995
R69776,R72351
R85484,R71940
R17635,R77920
R71574,R81652
R15840,R30294
R27611,R79848
R21193,R15892
R38851,R78286
R92820,R78456
R98198,R16632
R39908,R17087
R29325,R98877
R35208,R51268
R15143,R22798
R54143,R81074
R77379,R57561
R36060,R42980
R52445,R79164
R67177,R84012
R88248,R86526
R19144,R22320
R19447,R96186
R35121,R72438
R35071,R31681
R93715,R83073
R68958,R79328
R43067,R53636
R90002,R73738
R24008,R64916
R41424,R27883
R66828,R19545
R10850,R16937
R86605,R71343
R58720,R26731
R56398,R14073
R26112,R94720
R78483,R56223
R20187,R57603
R53498,R26498
R44387,R45978
R80209,R93860
R66242,R15522
R60854,R91286
R88033,R42160
R14807,R34679
R98264,R48576
R58068,R46053
R51486,R41686
R49289,R34993
R29341,R82873
R46239,R11718
R56814,R45196
R42123,R88141
R96525,R95428
R78929,R26760
R15032,R79613
R50973,R39438
R18997,R93091
R12580,R99016
R73624,R86187
R54858,R54190
R11678,R27315
R98252,R59357
R97509,R29347
R85931,R45269
R16938,R68195
R89203,R85317
R57385,R66404
R30975,R27859
R86970,R99387
R10374,R19043
R15454,R25111
R29810,R74629
R29751,R60845
R93855,R58215
R62108,R22008
R15426,R21620
R78605,R39158
R17620,R56250
R26957,R56111
R12235,R66131
R56847,R62356
R77423,R89455
R28143,R43742
R39279,R71715
R69907,R32182
R77306,R84594
R30066,R86588
R25847,R96018
R46723,R43081
R23660,R43006
R90894,R49443
R89268,R38863
R73619,R41350
R76751,R62232
R94319,R89497
R42639,R34356
R46899,R13440
R85378,R86927
R35652,R59927
R22426,R28788
R45879,R94551
R44858,R80339
R87426,R61658
R77706,R81811
R10581,R95431
R70436,R71587
R47074,R66565
R93101,R98797
R21054,R26914
R59643,R28380
R31694,R11922
R55390,R24124
R28089,R23179
R95781,R31529
R18353,R97521
R54862,R90079
R37414,R84056
R34756,R25533
R34761,R64764
R88689,R13023
R53864,R67695
R58359,R49234
R26621,R23982
R41486,R17143
R35506,R64579
R84226,R19124
R65823,R21408
R94833,R32784
R44802,R17276
R30018,R48905
R63875,R83387
R17525,R90129
R28522,R84285
R93746,R45943
R34736,R41804
R61619,R99414
R42597,R26099
R92945,R96887
R31387,R69694
R91268,R88507
R48621,R70105
R82354,R96805
R74516,R49164
R51752,R12791
R80519,R69442
R34586,R24009
R20616,R17453
R30993,R87095
R50372,R73461
R47998,R21214
R11591,R97121
R74849,R70230
R84205,R35594
R39986,R26603
R16987,R58407
R18305,R55650
R12614,R33234
R37616,R11564
R19213,R82051
R60349,R82183
R23206,R94757
R37301,R53527
R57478,R41436
R60039,R64831
R68800,R44901
R71469,R82987
R85062,R11820
R23525,R59807
R18980,R20106
R99179,R79259
R87201,R77594
R50425,R15477
R95231,R71921
R17954,R62211
R96123,R15825
R20976,R77565
R26390,R57054
R77926,R43490
R17125,R17686
R67412,R65480
R33398,R99652
R85082,R63976
R83529,R19529
R74768,R27691
R51732,R81069
R34915,R81668
R38825,R78058
R81662,R17490
R39075,R26243
R79526,R12314
R93579,R22512
R81868,R37880
R45036,R68268
R61648,R99573
R68055,R74216
R35737,R18589
R77335,R42000
R25291,R30519
R23776,R33386
R49330,R91427
R53796,R26059
R78622,R60754
R63892,R29247
R33193,R55715
R42043,R44068
R67746,R98273
R27998,R29099
R66607,R11409
R23565,R72531
R19617,R19774
R79160,R15813
R88427,R15780
R75195,R94926
R72896,R61422
R94476,R38470
R78088,R64845
R44232,R16696
R23470,R80109
R87986,R34938
R34326,R76896
R47833,R73856
R37142,R69153
R25734,R19294
R88697,R81880
R29914,R17624
R48109,R61891
R90630,R42552
R82084,R14138
R46782,R71053
R67032,R23043
R23896,R94931
R41907,R53222
R52357,R22394
