R607615,R444827
R427377,R580302
R900206,R893017
R989778,R312918
R543589,R395938
R526307,R341534
R581652,R963299
R731886,R798817
R722919,R750880
R958958,R927874
R224148,R348399
R622729,R272121
R349067,R524173
R761040,R706883
R952247,R959739
R592623,R666272
R513395,R677487
R797527,R568028
R742217,R798270
R756117,R722512
R453020,R228675
R756810,R306946
R393071,R948809
R564875,R823560
R406405,R403583
R684811,R897825
R267425,R145837
R446086,R698684
R660765,R987360
R366032,R533174
R278378,R794469
R988774,R428821
R114524,R114029
R229040,R190924
R129527,R167385
R362030,R917248
R153242,R764864
R483437,R806164
R412500,R534739
R440820,R706493
R711079,R581420
R807995,R521403
R845053,R330414
R901614,R956803
R791986,R771944
R151696,R160110
R667204,R706920
R900559,R154634
R699057,R574153
R448075,R701697
R756868,R982660
R880389,R245061
R101660,R314681
R637328,R854799
R523278,R786761
R207108,R521890
R112467,R752312
R753020,R349959
R972401,R428709
R635313,R858168
R346338,R100095
R133766,R532951
R617567,R101960
R868413,R146632
R914823,R694792
R854288,R104822
R536880,R284900
R870065,R997531
R925162,R664079
R186772,R477761
R666096,R760244
R326042,R317348
R565115,R138120
R968952,R441697
R774356,R591094
R151938,R154749
R899688,R976661
R211293,R692173
R503447,R166234
R515460,R276116
R776081,R562508
R460863,R224979
R231972,R147782
R759137,R676489
R136780,R995278
R494261,R501045
R135967,R156204
R882930,R304675
R926084,R221889
R588956,R658555
R241868,R893267
R407360,R820726
R216127,R845122
R703874,R638550
R700971,R590674
R212444,R828097
R205882,R415536
R349619,R431570
R243145,R734878
R494373,R821035
R799651,R397784
R395378,R524747
R558650,R386146
R184140,R256444
R867419,R709086
R489971,R153034
R225899,R257317
R337939,R163843
R703484,R476742
R881072,R761035
R310734,R672378
R929480,R509560
R850643,R361592
R868410,R167561
R914041,R429050
R870278,R641213
R610783,R131184
R155000,R683978
R573390,R850933
R133617,R575991
R310969,R416814
R415229,R304366
R288145,R249511
R449312,R428549
R982003,R578200
R500121,R147976
R179979,R177141
R136589,R369560
R141434,R146392
R775384,R921782
R158326,R800619
R874079,R200582
R704182,R356551
R699350,R384133
R703962,R953948
R630365,R397564
R250330,R781665
R263282,R334347
R984147,R158664
R320979,R169543
R162592,R401382
R477874,R431199
R795311,R302624
R598850,R117313
R267078,R738269
R383721,R676662
R232340,R617516
R453517,R879746
R235246,R540870
R794912,R344596
R752054,R196771
R788159,R369498
R326493,R411674
R581905,R704600
R394079,R876160
R384292,R936350
R191891,R190792
R212154,R892203
R905961,R689529
R271582,R683662
R991716,R785745
R938822,R478207
R709712,R683404
R274434,R121000
R864742,R667943
R144688,R339704
R145465,R119479
R372285,R415829
R637840,R652332
R408667,R854949
R497535,R505629
R914794,R612798
R941522,R827395
R795407,R418490
R105597,R551353
R684386,R673785
R942331,R679582
R168493,R110922
R832076,R650801
R818983,R738341
R651918,R326902
R809719,R626464
R266688,R552583
R622547,R946228
R277578,R336300
R949318,R201518
R907741,R284442
R908268,R636842
R610728,R526853
R291197,R427502
R991230,R950787
R192094,R989556
R702661,R619417
R135615,R684937
R918832,R219593
R851336,R417904
R884661,R456056
R301632,R356633
R661827,R780011
R103617,R439266
R385352,R519028
R150694,R397240
R418594,R258258
R858576,R287152
R454916,R933316
R677069,R672560
R901596,R869511
R163790,R701074
R987567,R340363
R579059,R627088
R777137,R895410
R450897,R946259
R729499,R359981
R565366,R491415
R390918,R946508
R442160,R410575
R720327,R520013
R154393,R348489
R958627,R524314
R138029,R359001
R969089,R308352
R360462,R119365
R806423,R533940
R659645,R749667
R348267,R655149
R891500,R932605
R231736,R194991
R394236,R932852
R156975,R283185
R102267,R264510
R444870,R396385
R474202,R904704
R818289,R755836
R997472,R647356
R337894,R559326
R809219,R110359
R109228,R646451
R924920,R551427
R636131,R741563
R533663,R813756
R725791,R462299
R780032,R140862
R430714,R675286
R752336,R147137
R955842,R841327
R380700,R872086
R162289,R297788
R442139,R675950
R227312,R568292
R348512,R341880
R950539,R107728
R235260,R155403
R733990,R127474
R490269,R362534
R527404,R918540
R537985,R687774
R848408,R426955
R855245,R351612
R911446,R263051
R346309,R229609
R381778,R771205
R199152,R879592
R320730,R493364
R327654,R659049
R240742,R738509
R478148,R368676
R256978,R163988
R108286,R481694
R578547,R521464
R648455,R569060
R624992,R777311
R634709,R802089
R373147,R642223
R622845,R821151
R946889,R660215
R392107,R312911
R574990,R762682
R236269,R571918
R813871,R500287
R860615,R406230
R560933,R280743
R283870,R570428
R123118,R610935
R903333,R481387
R493213,R712015
R954162,R984325
R786490,R707577
R310668,R831286
R880130,R227005
R858587,R659519
R126021,R563727
R101696,R487435
R426943,R901851
R751710,R211614
R325520,R918523
R359109,R405614
R501825,R246340
R232286,R106477
R973827,R149576
R683902,R310653
R318677,R878756
R815951,R932769
R487246,R665878
R792862,R391918
R676247,R812753
R440930,R746336
R561545,R867118
R177166,R728738
R113414,R715927
R364155,R148487
R348269,R662884
R165081,R858561
R805773,R706272
R405970,R436505
R340251,R491640
R575215,R883231
R769888,R508117
R149128,R885294
R128339,R643462
R108186,R622246
R492695,R912357
R571527,R746201
R500989,R196268
R998145,R196529
R224504,R339772
R701524,R974236
R524880,R320635
R993550,R160358
R369304,R178825
R613103,R318636
R282954,R273252
R852606,R861737
R573366,R467826
R472150,R626385
R373892,R374421
R337386,R814019
R137181,R510880
R709063,R367126
R807076,R669178
R270416,R962794
R439417,R400647
R469282,R723317
R826616,R883621
R186795,R231718
R854849,R334802
R250615,R607505
R134931,R594550
R498728,R653839
R343386,R690200
R613385,R449666
R406216,R527093
R521898,R931922
R660710,R913075
R516847,R464975
R620407,R463363
R693354,R311179
R404055,R790824
R912280,R556853
R796002,R422495
R784989,R469745
R852444,R449152
R704726,R408820
R127301,R579613
R401681,R923970
R865660,R503044
R401104,R387311
R886346,R146750
R235937,R811550
R739076,R451270
R552662,R430761
R763808,R520604
R775790,R755010
R695697,R150733
R729549,R142947
R525168,R136787
R323629,R165238
R379817,R187750
R565856,R603388
R857648,R588231
R472752,R321729
R251848,R500224
R485315,R227768
R173923,R873987
R810004,R905790
R390154,R519405
R730239,R565469
R488342,R743237
R172910,R661772
R301472,R203237
R514703,R552285
R655798,R994101
R198768,R968787
R880665,R235063
R130886,R568610
R465594,R386470
R741996,R854426
R795066,R531572
R705456,R459034
R196048,R835713
R635475,R627097
R491656,R292013
R430850,R325119
R830356,R682687
R237380,R414356
R104770,R961974
R846305,R299739
R421206,R340810
R641729,R567641
R902707,R504174
R327075,R829801
R825100,R360005
R935594,R421742
R203338,R645924
R592052,R398513
R724476,R172130
R173972,R533458
R452967,R171885
R828759,R351719
R725960,R701056
R171251,R618146
R428275,R580446
R627959,R279515
R779424,R727364
R344418,R128797
R230568,R359758
R172602,R766350
R172904,R723863
R584793,R362962
R835810,R294805
R825207,R886934
R448852,R196453
R205724,R274028
R215611,R333877
R446024,R132342
R679530,R274330
R262968,R210320
R352006,R960097
R363305,R244916
R568669,R363705
R801007,R485967
R409787,R496670
R213242,R830888
R915940,R917716
R232190,R347084
R666868,R548033
R998534,R884075
R908090,R485631
R226100,R184382
R835789,R404722
R754819,R729030
R573159,R824108
R180231,R663570
R139422,R500117
R291642,R316127
R254299,R212782
R357102,R562037
R402217,R757098
R823424,R954134
R106776,R365928
R413710,R363956
R146142,R184409
R761797,R630404
R297699,R589980
R150580,R701903
R849611,R502249
R881144,R171651
R513736,R991630
R988288,R278594
R651187,R448698
R514186,R371018
R781350,R536395
R730274,R797836
R199483,R428392
R552713,R386703
R168389,R861493
R413107,R219709
R676061,R960209
R172373,R777912
R994812,R327821
R233611,R414939
R225466,R984458
R737684,R828783
R470687,R491298
R853967,R817342
R669217,R659033
R884270,R354724
R588129,R337888
R735157,R834487
R745907,R947498
R391635,R217772
R226369,R235932
R266407,R402011
R120287,R667027
R554429,R452031
R388913,R752353
R645899,R150620
R989550,R969188
R220830,R832543
R284355,R156501
R976732,R257569
R158367,R640389
R903046,R491532
R334415,R327066
R938232,R224966
R818997,R952430
R575606,R101294
R366501,R917720
R343669,R941301
R628906,R287932
R247242,R513778
R302190,R439531
R201052,R343144
R907311,R590684
R160170,R175315
R989019,R179814
R948903,R557193
R143941,R271234
R588708,R623434
R824933,R950063
R824245,R425342
R812843,R186358
R939179,R925006
R415699,R923383
R200947,R793596
R255849,R389800
R398950,R890512
R277044,R940122
R300648,R772383
R627798,R413770
R895780,R555139
R879353,R129312
R167763,R262244
R606460,R988959
R254005,R562493
R835910,R961864
R245413,R881107
R365080,R127781
R616860,R810005
R401362,R688166
R844968,R142669
R737235,R224487
R368522,R757097
R397948,R777178
R469448,R732076
R676679,R892770
R303799,R204606
R244625,R930772
R241517,R738214
R335946,R724237
R898958,R578751
R767785,R714086
R238260,R113679
R564395,R464384
R397005,R799221
R623978,R928648
R354090,R920363
R766976,R653139
R172009,R203686
R384319,R749763
R690056,R888638
R479857,R955741
R338224,R533879
R812597,R426847
R193456,R999734
R948305,R766076
R338933,R613579
R626855,R151907
R509079,R670352
R194170,R571986
R479104,R900479
R668243,R530012
R924902,R444604
R178558,R588608
R640678,R820394
R584496,R492208
R737868,R712485
R260721,R845736
R765686,R425486
R760310,R956729
R894229,R880967
R230543,R598466
R834699,R294253
R792161,R613641
R520823,R634133
R174123,R310877
R197146,R487727
R324691,R720034
R369444,R425842
R387266,R531266
R492005,R956602
R659082,R300212
R938580,R362226
R805461,R806252
R695958,R560060
R183850,R778928
R862180,R858491
R545825,R680662
R680764,R584288
R592039,R416346
R690103,R208496
R102536,R958387
R678407,R710546
R456091,R711267
R465491,R109356
R817142,R976344
R871379,R401962
R732606,R635575
R671005,R355891
R932509,R388299
R407999,R708864
R688174,R146361
R148770,R328864
R760125,R775290
R187212,R231877
R124540,R141934
R466608,R443368
R431984,R938506
R854403,R951050
R258193,R377750
R497082,R461690
R165926,R573442
R688941,R331518
R789463,R358264
R837774,R563284
R377564,R628553
R617549,R963295
R243884,R414900
R814846,R816992
R562886,R125885
R676961,R796653
R897219,R556713
R985803,R725466
R688311,R511379
R379219,R363910
R979460,R894855
R711649,R681378
R877087,R542937
R639547,R982042
R693089,R672502
R945922,R341700
R563448,R995241
R986972,R382467
R494274,R335488
R746385,R537896
R652109,R108607
R546518,R944016
R836082,R794288
R149260,R768930
R904358,R831153
R643868,R377198
R102999,R532437
R534606,R813439
R951588,R841847
R944437,R968845
R674273,R243949
R933314,R235637
R424505,R722432
R648029,R431008
R152484,R398810
R927648,R356382
R340610,R337465
R789440,R599138
R943715,R221247
R985712,R160773
R603472,R692048
R522718,R453538
R657405,R236524
R909514,R408036
R326640,R381407
R710718,R296440
R755513,R473450
R183355,R145048
R910041,R567001
R232501,R326388
R509498,R385303
R641602,R772059
R385537,R520254
R570232,R471680
R360464,R488832
R468558,R368673
R335675,R634448
R886241,R830229
R142387,R821164
R257404,R958549
R668650,R710606
R665587,R973165
R187626,R446369
R413974,R360020
R575276,R892695
R616771,R636473
R571620,R924854
R330092,R448553
R451439,R427833
R511958,R266965
R596544,R295569
R394187,R846468
R805742,R876070
R350073,R498446
R709876,R459824
R380403,R252188
R195803,R770124
R519653,R747379
R912928,R141851
R816964,R867555
R158567,R789130
R353301,R710409
R901624,R279541
R492702,R525934
R694051,R811959
R916316,R366792
R480563,R982258
R153012,R868166
R685623,R728843
R995005,R447025
R412615,R691289
R402989,R117453
R895892,R143132
R369082,R231106
R977420,R523377
R697875,R286225
R680554,R970217
R674928,R636846
R563254,R777223
R688445,R484771
R794435,R917980
R890950,R797741
R658166,R268111
R905142,R606835
R214845,R830351
R662158,R194922
R433680,R383970
R358812,R614940
R238490,R909443
R951232,R427537
R646076,R111997
R278575,R431743
R726587,R991017
R984582,R675764
R403706,R250044
R785960,R203753
R314996,R563154
R281534,R114998
R789318,R148046
R605193,R837061
R269090,R118244
R133225,R994900
R698900,R468014
R432731,R535491
R834949,R466052
R506781,R611924
R998898,R837185
R561560,R901723
R318841,R587600
R279881,R935300
R765763,R340151
R219550,R156380
R894342,R967375
R179306,R863594
R749519,R100972
R203813,R506711
R287293,R394990
R726929,R725137
R878288,R660437
R369256,R784839
R687434,R687573
R640495,R784077
R910198,R210426
R640790,R192344
R172454,R707922
R284849,R329215
R823562,R338882
R305166,R587766
R369363,R736338
R591136,R921512
R510097,R295946
R308161,R952751
R918622,R976146
R743648,R608321
R220377,R472999
R799597,R804588
R690938,R260628
R141972,R487857
R993631,R319672
R690188,R174816
R471344,R899676
R256857,R255109
R364043,R478945
R340660,R690234
R216143,R509845
R545329,R990415
R773374,R279581
R653231,R455528
R711917,R345903
R906229,R776216
R511780,R965635
R855101,R935994
R282321,R209625
R252719,R160364
R801239,R829934
R266080,R708290
R301514,R180560
R409455,R398635
R188457,R167978
R598416,R732169
R554356,R987551
R372945,R560726
R568339,R177539
R424050,R783397
R126480,R717220
R997570,R209067
R514137,R631054
R129037,R665628
R680234,R781758
R544098,R345882
R701125,R968618
R258450,R105999
R859440,R969264
R754285,R457175
R617994,R915333
R798013,R869191
R118132,R745493
R160128,R587132
R858993,R563869
R312849,R584766
R845534,R958029
R266171,R364969
R112760,R775642
R505089,R696324
R123862,R665630
R555224,R183776
R564019,R448544
R773376,R912559
R819232,R413160
R118554,R527657
R617138,R205642
R987332,R465373
R415406,R668998
R584149,R443848
R621965,R461540
R113397,R684528
R353072,R843479
R353113,R144123
R299489,R452042
R839275,R810325
R649806,R254587
R175878,R212230
R527339,R423437
R233270,R121829
R194624,R736384
R670457,R431725
R401667,R211628
R677367,R422693
R424127,R582855
R688687,R765428
R569823,R183949
R910900,R614304
R415138,R567683
R615089,R444577
R413911,R181482
R499687,R563560
R627098,R152203
R693382,R487053
R165004,R651893
R125441,R663868
R570362,R544153
R399624,R822063
R936451,R608249
R788141,R262640
R492919,R608688
R589412,R238240
R515790,R855953
R413630,R427360
R593519,R289776
R649956,R538680
R881532,R400391
R352410,R922294
R145386,R284605
R429998,R350219
R168155,R386508
R965440,R886884
R941757,R744876
R983588,R398246
R901534,R872782
R593212,R860434
R292766,R560281
R358039,R655494
R426031,R323736
R776472,R284947
R904124,R306109
R987848,R751006
R168148,R781196
R245616,R980768
R607522,R837278
R623898,R679807
R762933,R936984
R235628,R186593
R118030,R374509
R980030,R659955
R872110,R649427
R505330,R686871
R848402,R185430
R550596,R745692
R976375,R310605
R364982,R517255
R361565,R977572
R208322,R150418
R943071,R863121
R918350,R278043
R387854,R913781
R707007,R220235
R995746,R948685
R457942,R438753
R328772,R489410
R901879,R169633
R931750,R612679
R193100,R794721
R777986,R926510
R145001,R909392
R235632,R211961
R645011,R486296
R422290,R649418
R427765,R144975
R244830,R524476
R637678,R945228
R831122,R922653
R478154,R556218
R703405,R438687
R564335,R521123
R907471,R757462
R367270,R394626
R441950,R331077
R539333,R361038
R792860,R973808
R558464,R230983
R810868,R770810
R397560,R387508
R618278,R917906
R361771,R825661
R535535,R259205
R719113,R935540
R707375,R616618
R977464,R779148
R150346,R209777
R636680,R394116
R837532,R191575
R913982,R771363
R684180,R597501
R128552,R938560
R956574,R488345
R476434,R735434
R492837,R525920
R283665,R316445
R678593,R999892
R288974,R353027
R421379,R323044
R401888,R856513
R386272,R560699
R268628,R366668
R833031,R102202
R436049,R233313
R251225,R164048
R300025,R923604
R191970,R409738
R491387,R233834
R190961,R485918
R895928,R847309
R443251,R587762
R340239,R197728
R577402,R166981
R615381,R612760
R385173,R754221
R245947,R105497
R645484,R503176
R224962,R883152
R681211,R153950
R317923,R329992
R525540,R858454
R780971,R782593
R593456,R458965
R689459,R540564
R976755,R817503
R389067,R466270
R200365,R820761
R458722,R218293
R483179,R519505
R370503,R934126
R989072,R618636
R984610,R162705
R383757,R291315
R984322,R777741
R645080,R178171
R205400,R985657
R335010,R799061
R255304,R776407
R376183,R284850
R555671,R708453
R640102,R348430
R148109,R101022
R219633,R122561
R887355,R449812
R827845,R706943
R326256,R916592
R854526,R145211
R886521,R591612
R766730,R238074
R999120,R397181
R528322,R133520
R400748,R610269
R160745,R751030
R813720,R669489
R371626,R380909
R563882,R459809
R357852,R194475
R973124,R506742
R928822,R755151
R450615,R419647
R970346,R774216
R289846,R600840
R493140,R960226
R783169,R200752
R115975,R825476
R828433,R484648
R709583,R881117
R675720,R793711
R945788,R510517
R882183,R831040
R848875,R249169
R605724,R861358
R864749,R665582
R454401,R933433
R667475,R226548
R680635,R262000
R630881,R982511
R468675,R572583
R972915,R756224
R318429,R191993
R515714,R734195
R776742,R272981
R915609,R305552
R415128,R796807
R913076,R541327
R704097,R738959
R499404,R114961
R666442,R298954
R370446,R388190
R978292,R664650
R194489,R933892
R488007,R687391
R516229,R156514
R797378,R452089
R120511,R352216
R701971,R276842
R193068,R304985
R354617,R953444
R929858,R689001
R942931,R449008
R913160,R642008
R321807,R829237
R845712,R197557
R478680,R173782
R462359,R128420
R488583,R232342
R224582,R409700
R550024,R475503
R409601,R863723
R282135,R122562
R952666,R117219
R876174,R508376
R158775,R773955
R624019,R170466
R450607,R489267
R702430,R264141
R764923,R791250
R730048,R369586
R559389,R391355
R314671,R857411
R829878,R709697
R209282,R755128
R376439,R254871
R504026,R181909
R726321,R364448
R209814,R523805
R760094,R551200
R548899,R478513
R441951,R434004
R218360,R222664
R897388,R856926
R662931,R361011
R220091,R546067
R791569,R266089
R391855,R438978
R617451,R709416
R150743,R440006
R363936,R500781
R237013,R518165
R513641,R990565
R895203,R681704
R350307,R929723
R523402,R510415
R158596,R930159
R367306,R387795
R438664,R687609
R776484,R452604
R349182,R303716
R134635,R437363
R839370,R827090
R100347,R247499
R485023,R229010
R454532,R419422
R278797,R740001
R680654,R710839
R298634,R354344
R726905,R290634
R392096,R944363
R689578,R712808
R323563,R376701
R793928,R341819
R883541,R746241
R322334,R537432
R505942,R767310
R793547,R945961
R964279,R863842
R396803,R477206
R606114,R228555
R184587,R971775
R438849,R600000
R727167,R235722
R836899,R241333
R803029,R461424
R962264,R976897
R372127,R109121
R277653,R662811
R248974,R857824
R259592,R348794
R456746,R799939
R241302,R917309
R461121,R712583
R408116,R894478
R323594,R613131
R868224,R148555
R958274,R657554
R309247,R236781
R856877,R804487
R639524,R737555
R669036,R426825
R486555,R791065
R300880,R807107
R509754,R888937
R845766,R531078
R415002,R354253
R976176,R905624
R761556,R668604
R352253,R674542
R411665,R683415
R984392,R914629
R532303,R949429
R665963,R546380
R171779,R348553
R174292,R195932
R360352,R645305
R568455,R789848
R435254,R143925
R347110,R778611
R294783,R934236
R185812,R395731
R575897,R958276
R142581,R354744
R372928,R896108
R851811,R475538
R575931,R612370
R142620,R814051
R197754,R709417
R480272,R506863
R243013,R320163
R110399,R991729
R349839,R702486
R743277,R392428
R623630,R558662
R552482,R529242
R432172,R903017
R610209,R831422
R728816,R519239
R118721,R938784
R558727,R166142
R852005,R540997
R660012,R555950
R257596,R399078
R567201,R237055
R176024,R846015
R748386,R892845
R725236,R613722
R404738,R154298
R350804,R165504
R443897,R880778
R311092,R819555
R753319,R998396
R948862,R539596
R996923,R774243
R414646,R661728
R125237,R457394
R700931,R400124
R139397,R443119
R710817,R866749
R667462,R738655
R411094,R639603
R361331,R532238
R119129,R934749
R787180,R592271
R389756,R720867
R575871,R552269
R630544,R982826
R209416,R370053
R362054,R597580
R355814,R443681
R246909,R865804
R590688,R540163
R219499,R460031
R728906,R535604
R679267,R883047
R828941,R279419
R687895,R176722
R874301,R927809
R795579,R353711
R559322,R964215
R723727,R854986
R419978,R663774
R408444,R102034
R892146,R560485
R370185,R194619
R576775,R170983
R494377,R173475
R737758,R735677
R244037,R384831
R101301,R641246
R854588,R666417
R194595,R255316
R915120,R181160
R286797,R829414
R469777,R885454
R959514,R757867
R818509,R173289
R104833,R144764
R856626,R200918
R688756,R573646
R556311,R133120
R467288,R837419
R291457,R108705
R738261,R810789
R514426,R380521
R537950,R485099
R722124,R962836
R619130,R864682
R724021,R376511
R958547,R691494
R540348,R439433
R491246,R431393
R618808,R343027
R895870,R101882
R483322,R431451
R786463,R109520
R268397,R741582
R957308,R617886
R628781,R522826
R581343,R519244
R668677,R482240
R473662,R711600
R966723,R147774
R549305,R608721
R612492,R722842
R762280,R109691
R507635,R390659
R412085,R380064
R996848,R311624
R373036,R259956
R463189,R569770
R872645,R673098
R153336,R266670
R789082,R539168
R974051,R528439
R704948,R442251
R832596,R539057
R616223,R862793
R796589,R388242
R804070,R255881
R798749,R191735
R877035,R213121
R304516,R198645
R519018,R357021
R229361,R653867
R220671,R994944
R377464,R730271
R755650,R412739
R519740,R675890
R191075,R961406
R532366,R119522
R801191,R469935
R781128,R809894
R307586,R178568
R761636,R621622
R756104,R843237
R245589,R410864
R275507,R977889
R188806,R920549
R207683,R473363
R213717,R849461
R266335,R129759
R654891,R594070
R397957,R438681
R820720,R771133
R958884,R862759
R920886,R565391
R819375,R491113
R739947,R398254
R561908,R865233
R786195,R151729
R136883,R683425
R140044,R661227
R277744,R334789
R338739,R622200
R923187,R765153
R626766,R709486
R822006,R739864
R309400,R624137
R491431,R160541
R663838,R931891
R843450,R350175
R914057,R387888
R697022,R859631
R240103,R121609
R105558,R396349
R826429,R299389
R437362,R451087
R443312,R947902
R348764,R251081
R720873,R544108
R469022,R645092
R684149,R437042
R570895,R119139
R247305,R561506
R784587,R216735
R498814,R113135
R818739,R894490
R525424,R408647
R920519,R634154
R201320,R949255
R749262,R744612
R685859,R654442
R902291,R559488
R650277,R966919
R377419,R301772
R348865,R419658
R667154,R832896
R155954,R223557
R435129,R710622
R601317,R755656
R799249,R407800
R121396,R434369
R511887,R272119
R117740,R780351
R583888,R498891
R688946,R900441
R443347,R799375
R892542,R393262
R759482,R897707
R398180,R768153
R748903,R968511
R273555,R880021
R848526,R793272
R846472,R770504
R676598,R209550
R402111,R789251
R484879,R228629
R263496,R417754
R494229,R748070
R684042,R286601
R547805,R465303
R827661,R240416
R865536,R373471
R774162,R568270
R118536,R810531
R369503,R410085
R696264,R903028
R891208,R256044
R244852,R803879
R963715,R983986
R892394,R602386
R271929,R810512
R397558,R187131
R247112,R897629
R918429,R986913
R591494,R934834
R462887,R352444
R734690,R798727
R893948,R877817
R316589,R663163
R316818,R618131
R582223,R871857
R915651,R939975
R645296,R830694
R976400,R597175
R661513,R610669
R822754,R232348
R388533,R650225
R522452,R254635
R976409,R782813
R209230,R750977
R569093,R899675
R435498,R235369
R194129,R504587
R877366,R664706
R878084,R713525
R239923,R485806
R135969,R372461
R994112,R589198
R290920,R636607
R102230,R794514
R694176,R356496
R450512,R286891
R393190,R412020
R965620,R703708
R516446,R620056
R229254,R137918
R964719,R832781
R503928,R410939
R289800,R839800
R690897,R622222
R734659,R181070
R333774,R956601
R672687,R856449
R604272,R124865
R523511,R284341
R650541,R300462
R899545,R811846
R248848,R840202
R645456,R726282
R770952,R633354
R314378,R187981
R721873,R445092
R403573,R131466
R182113,R798720
R570935,R886587
R968458,R303782
R355329,R626693
R811115,R963756
R783487,R392312
R923932,R979458
R514979,R101405
R859926,R291689
R238359,R606101
R690532,R275367
R381915,R174477
R944488,R932815
R544947,R471960
R489142,R962817
R750723,R606523
R998422,R165095
R997609,R597844
R167117,R947263
R453090,R239854
R318137,R579481
R150354,R214966
R774620,R658812
R104964,R433277
R634951,R204663
R892754,R617017
R896032,R802577
R182697,R699744
R594023,R373935
R282523,R126080
R778258,R792715
R853258,R801006
R828089,R714626
R526914,R409498
R910964,R594768
R109704,R302470
R374297,R952477
R973510,R339189
R789992,R996273
R234454,R713044
R295142,R782533
R536099,R649694
R316823,R674092
R493946,R217591
R306994,R965779
R235672,R885300
R261789,R326189
R666073,R875421
R901390,R361915
R140168,R484727
R500949,R266984
R400395,R821254
R179960,R482360
R494815,R857975
R949240,R125730
R421644,R849012
R825032,R702453
R787729,R802347
R639949,R868946
R819556,R240725
R359923,R345839
R143539,R614283
R854897,R627688
R122106,R505879
R345140,R301266
R574178,R527480
R947295,R811512
R603975,R974376
R212896,R202858
R155436,R696110
R621609,R927955
R534747,R255235
R984990,R576021
R402964,R860650
R964596,R811703
R195257,R733488
R963917,R913883
R212439,R741411
R350056,R679806
R308225,R345250
R454144,R512571
R205776,R631483
R828863,R568187
R310354,R684558
R407480,R206363
R418854,R259826
R754573,R474177
R656482,R693689
R127090,R155335
R776845,R852069
R413316,R579333
R672854,R511166
R975891,R960142
R987040,R633190
R471439,R159459
R991480,R206184
R671199,R472149
R373561,R893853
R889725,R139942
R829844,R812530
R966832,R893817
R557971,R657571
R154764,R685229
R796785,R209778
R228242,R188979
R433736,R738506
R876770,R876031
R210408,R133573
R783989,R359486
R588357,R156945
R232811,R576131
R844635,R627025
R843711,R153983
R817513,R203236
R754734,R866363
R323449,R152654
R521117,R448298
R329062,R369595
R284467,R140637
R129927,R454081
R577040,R211590
R197294,R856762
R260452,R158827
R733143,R110823
R880197,R528268
R817111,R846486
R423375,R733478
R144152,R591422
R742122,R433399
R910919,R584523
R823231,R267666
R980100,R972650
R605892,R356287
R477870,R882397
R315893,R920602
R630471,R990639
R157718,R982898
R423638,R968415
R303229,R196989
R148343,R862073
R443940,R415130
R386577,R451206
R114164,R354238
R905048,R400548
R464652,R522205
R380157,R375619
R938806,R787016
R360526,R233940
R645958,R781887
R318915,R272296
R167907,R995589
R305492,R518553
R336282,R769778
R900555,R557958
R554310,R656930
R146782,R778403
R999772,R768691
R322722,R568518
R510679,R297015
R613404,R956963
R118085,R707338
R795093,R828536
R544209,R824460
R174034,R235909
R271636,R208125
R146833,R340917
R101738,R189079
R272626,R511595
R495933,R103247
R756190,R499873
R310153,R328226
R296528,R424508
R466792,R822145
R675742,R647146
R569049,R746330
R943735,R110504
R762626,R564185
R993003,R819426
R838956,R738599
R400363,R465451
R893257,R609811
R152505,R978236
R698413,R824992
R745319,R176810
R493372,R488590
R941176,R478094
R627217,R952041
R188400,R956722
R354030,R827308
R324381,R580296
R380906,R803408
R200642,R663501
R969318,R569433
R282251,R497927
R176089,R459029
R689357,R237370
R466186,R158518
R556778,R422450
R704433,R238822
R257359,R789488
R516473,R957751
R246621,R771602
R271506,R136895
R228549,R479874
R715798,R159241
R888547,R890206
R716467,R328690
R514288,R281282
R786419,R569158
R899975,R525124
R154121,R512131
R649407,R139163
R889116,R851159
R384183,R725471
R999080,R115164
R350115,R525336
R590305,R972902
R480594,R140664
R722583,R648567
R278785,R795721
R186294,R234820
R533667,R655414
R601435,R149580
R424774,R139034
R800877,R406984
R795712,R765279
R433256,R677767
R453530,R604757
R342435,R114586
R726916,R855290
R722202,R994677
R187578,R681229
R446821,R807415
R772124,R668611
R334825,R846290
R276716,R829162
R791584,R955127
R121811,R724186
R145658,R676122
R972905,R205333
R438270,R882419
R302521,R930313
R743614,R166489
R448613,R733770
R640527,R221934
R436212,R166184
R703727,R351684
R891218,R275990
R706386,R897277
R329898,R875607
R305435,R987425
R509665,R157542
R663854,R479101
R240796,R488730
R961226,R579022
R220498,R445358
R485433,R170923
R943122,R794088
R116745,R954635
R665906,R539277
R469117,R672945
R508536,R882576
R350733,R581800
R792855,R557953
R451924,R676543
R885158,R363168
R981266,R980187
R279112,R357770
R349244,R295462
R212083,R195313
R663852,R102059
R217188,R934539
R715785,R910713
R628528,R903710
R390936,R203616
R897915,R564307
R111769,R986616
R212613,R319959
R967454,R899307
R953235,R705513
R218225,R913990
R689363,R772889
R313981,R678055
R232680,R567910
R630926,R251795
R673076,R126522
R530042,R380597
R987262,R386310
R663505,R197373
R140570,R298411
R782367,R986039
R875139,R300007
R640896,R813001
R888884,R528618
R869202,R557694
R782128,R973087
R406689,R271967
R258254,R693832
R423963,R200482
R146752,R526728
R368802,R541660
R233737,R274070
R334544,R215876
R864073,R147552
R981655,R137198
R475036,R661552
R739488,R377102
R494061,R393152
R149301,R949485
R843211,R585653
R801728,R905761
